Calibration_1,AccX_1,AccY_1,AccZ_1,Roll_1,Pitch_1,Yaw_1,QuatW_1,QuatX_1,QuatY_1,QuatZ_1,Calibration_2,AccX_2,AccY_2,AccZ_2,Roll_2,Pitch_2,Yaw_2,QuatW_2,QuatX_2,QuatY_2,QuatZ_2
0.0,1.88,5.63,43.69,1.88,5.63,43.69,0.93,-0.36,-0.04,-0.02,0.0,26.25,47.5,-103.12,26.25,47.5,-103.12,0.63,0.36,-0.67,-0.15
0.0,4.5,3.88,38.25,4.5,3.88,38.25,0.95,-0.31,-0.02,-0.06,0.0,24.62,50.75,-104.12,24.62,50.75,-104.12,0.64,0.33,-0.68,-0.14
0.0,11.5,2.5,32.75,11.5,2.5,32.75,0.95,-0.29,0.02,-0.11,0.0,23.06,54.88,-102.81,23.06,54.88,-102.81,0.65,0.29,-0.69,-0.13
0.0,13.69,-1.63,37.19,13.69,-1.63,37.19,0.93,-0.33,0.06,-0.12,0.0,23.19,56.31,-102.75,23.19,56.31,-102.75,0.65,0.27,-0.7,-0.14
0.0,15.19,-2.38,45.38,15.19,-2.38,45.38,0.9,-0.4,0.08,-0.11,0.0,23.94,57.81,-102.87,23.94,57.81,-102.87,0.65,0.24,-0.71,-0.14
0.0,11.56,-3.31,53.25,11.56,-3.31,53.25,0.88,-0.46,0.07,-0.08,0.0,23.62,59.31,-102.12,23.62,59.31,-102.12,0.66,0.23,-0.71,-0.14
0.0,7.31,-2.06,55.88,7.31,-2.06,55.88,0.88,-0.47,0.05,-0.05,0.0,23.12,60.81,-100.5,23.12,60.81,-100.5,0.66,0.21,-0.7,-0.14
0.0,6.31,-1.31,57.19,6.31,-1.31,57.19,0.87,-0.48,0.04,-0.05,0.0,23.94,61.13,-98.75,23.94,61.13,-98.75,0.67,0.21,-0.7,-0.14
0.0,7.94,-2.69,61.69,7.94,-2.69,61.69,0.86,-0.51,0.06,-0.06,0.0,24.19,61.44,-96.19,24.19,61.44,-96.19,0.68,0.2,-0.69,-0.14
0.0,9.69,-4.44,68.44,9.69,-4.44,68.44,0.82,-0.55,0.09,-0.07,0.0,24.25,61.44,-93.69,24.25,61.44,-93.69,0.68,0.2,-0.69,-0.15
